texto,tipo,sentimiento_general,estrellas,aspecto_comida,aspecto_servicio,aspecto_limpieza,aspecto_precio
"En el Hotel Plaza Mayor, el costo nos pareció muy caro. Además, el desayuno fue recién preparada y sabrosa.",hotel,neutral,3,positivo,no_mencionado,no_mencionado,negativo
"En el Restaurante Sabor Andino, la comida estuvo de primera calidad. En cuanto al resto, el servicio fue rápido y amable.",restaurante,positivo,5,positivo,positivo,no_mencionado,no_mencionado
"En el Hotel Mirador del Valle, la comida es sin nada especial. Además, el aseo general fue adecuada.",hotel,neutral,3,neutral,no_mencionado,neutral,no_mencionado
"En el Hotel Real Audiencia, el desayuno fue de mala calidad. Además, el personal fue descortés. Por otro lado, la limpieza del lugar es descuidada.",hotel,negativo,1,negativo,negativo,negativo,no_mencionado
"En el Hotel Plaza Mayor, el servicio fue muy atento. También, los precios son razonable dentro del mercado.",hotel,positivo,4,no_mencionado,positivo,no_mencionado,neutral
"En el Restaurante La Paceña, el costo nos pareció justo. Asimismo, el personal fue muy atento.",restaurante,positivo,5,no_mencionado,positivo,no_mencionado,positivo
"En el Restaurante Los Yungas, el desayuno fue correcta. En cuanto al resto, nos atendieron de forma descortés. En cuanto al resto, los precios son una excelente relación precio-calidad. Por otro lado, la limpieza del lugar es descuidada.",restaurante,neutral,2,neutral,negativo,negativo,positivo
"En el Hostal Sol Naciente, la limpieza del lugar es adecuada. También, la atención del staff fue descortés.",hotel,negativo,2,no_mencionado,negativo,neutral,no_mencionado
"En el Restaurante Los Yungas, los precios son similar al de la competencia. En cuanto al resto, el personal fue muy atento. Asimismo, el desayuno fue normal. En cuanto al resto, el aseo general fue aceptable.",restaurante,neutral,4,neutral,positivo,neutral,neutral
"En el Restaurante Sabor Andino, todo se veía normal. También, la comida es decepcionante. Asimismo, la relación precio-calidad es muy accesible. Asimismo, el personal fue muy cordial.",restaurante,neutral,4,negativo,positivo,neutral,positivo
"En el Hotel Real Audiencia, la atención del staff fue aceptable. También, la relación precio-calidad es similar al de la competencia. Además, los platillos fueron sin nada especial.",hotel,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Restaurante La Paceña, la atención del staff fue descortés. En cuanto al resto, el desayuno fue muy sabrosa.",restaurante,neutral,3,positivo,negativo,no_mencionado,no_mencionado
"En el Hotel Real Audiencia, el aseo general fue sucia. También, el servicio fue muy cordial. Además, la comida es recién preparada y sabrosa. Asimismo, las tarifas resultaron muy accesible.",hotel,positivo,4,positivo,positivo,negativo,positivo
"En el Hostal Sol Naciente, el costo nos pareció justo. Por otro lado, la comida es recién preparada y sabrosa. Además, nos atendieron de forma atento en todo momento.",hotel,positivo,5,positivo,positivo,no_mencionado,positivo
"En el Hotel Mirador del Valle, el aseo general fue aceptable. Por otro lado, las tarifas resultaron muy caro. Asimismo, la comida es sin nada especial. También, nos atendieron de forma aceptable.",hotel,neutral,2,neutral,neutral,neutral,negativo
"En el Restaurante Sabor Andino, el aseo general fue descuidada. Por otro lado, la atención del staff fue pésimo.",restaurante,negativo,1,no_mencionado,negativo,negativo,no_mencionado
"En el Café Illimani, el servicio fue aceptable. También, las tarifas resultaron excesivo. En cuanto al resto, las habitaciones estaban impecable. Además, los platillos fueron aceptable.",restaurante,neutral,3,neutral,neutral,positivo,negativo
"En el Café Illimani, la atención del staff fue pésimo. Por otro lado, la limpieza del lugar es sucia. Asimismo, los platillos fueron sin nada especial. Por otro lado, las tarifas resultaron muy caro.",restaurante,negativo,2,neutral,negativo,negativo,negativo
"En la Parrilla del Valle, las tarifas resultaron similar al de la competencia. También, el servicio fue profesional. Además, la comida es increíble. Asimismo, todo se veía con mal olor.",restaurante,neutral,4,positivo,positivo,negativo,neutral
"En el Restaurante La Paceña, la comida estuvo correcta. Además, la atención del staff fue estándar. En cuanto al resto, el costo nos pareció razonable dentro del mercado.",restaurante,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Hostal Kantuta, todo se veía normal. Además, el personal fue muy demorado.",hotel,negativo,2,no_mencionado,negativo,neutral,no_mencionado
"En el Hostal Kantuta, la comida estuvo correcta. También, el costo nos pareció muy caro.",hotel,negativo,2,neutral,no_mencionado,no_mencionado,negativo
"En la Cantina Altiplano, los platillos fueron muy sabrosa. Asimismo, los precios son promedio. Asimismo, nos atendieron de forma correcto.",restaurante,positivo,4,positivo,neutral,no_mencionado,neutral
"En el Hostal Kantuta, los precios son razonable. Por otro lado, el desayuno fue aceptable. Por otro lado, la limpieza del lugar es reluciente.",hotel,positivo,4,neutral,no_mencionado,positivo,positivo
"En la Parrilla del Valle, los precios son no vale lo que cuesta. Por otro lado, los platillos fueron muy grasosa.",restaurante,negativo,1,negativo,no_mencionado,no_mencionado,negativo
"En el Hotel Illimani, el costo nos pareció una excelente relación precio-calidad. Por otro lado, la comida es recién preparada y sabrosa.",hotel,positivo,5,positivo,no_mencionado,no_mencionado,positivo
"En el Restaurante Sabor Andino, el costo nos pareció sobrevalorado. Además, los platillos fueron fría cuando debía estar caliente. En cuanto al resto, nos atendieron de forma estándar. Además, la limpieza del lugar es aceptable.",restaurante,negativo,2,negativo,neutral,neutral,negativo
"En el Hotel Real Audiencia, el aseo general fue deficiente. Por otro lado, el desayuno fue recién preparada y sabrosa. Por otro lado, el costo nos pareció promedio. Asimismo, el servicio fue descortés.",hotel,neutral,2,positivo,negativo,negativo,neutral
"En el Restaurante Sabor Andino, las habitaciones estaban reluciente. Por otro lado, los precios son una excelente relación precio-calidad. También, nos atendieron de forma correcto.",restaurante,positivo,4,no_mencionado,neutral,positivo,positivo
"En el Hotel Illimani, el aseo general fue reluciente. En cuanto al resto, nos atendieron de forma excelente. Además, la comida estuvo correcta. Por otro lado, las tarifas resultaron similar al de la competencia.",hotel,positivo,4,neutral,positivo,positivo,neutral
"En el Hotel Real Audiencia, el costo nos pareció similar al de la competencia. También, la limpieza del lugar es reluciente.",hotel,positivo,4,no_mencionado,no_mencionado,positivo,neutral
"En el Hotel Plaza Mayor, las tarifas resultaron más alto de lo que justifica la experiencia. Asimismo, la atención del staff fue estándar. También, los platillos fueron correcta. Asimismo, las habitaciones estaban impecable.",hotel,neutral,3,neutral,neutral,positivo,negativo
"En el Hostal Sol Naciente, la atención del staff fue indiferente. En cuanto al resto, el aseo general fue con mal olor. Además, los platillos fueron normal. Asimismo, las tarifas resultaron razonable dentro del mercado.",hotel,negativo,2,neutral,negativo,negativo,neutral
"En la Cantina Altiplano, la limpieza del lugar es normal. Asimismo, la relación precio-calidad es justo.",restaurante,positivo,4,no_mencionado,no_mencionado,neutral,positivo
"En el Restaurante Fogón Criollo, todo se veía cuidada hasta el último detalle. Por otro lado, el costo nos pareció razonable. Por otro lado, la atención del staff fue lento.",restaurante,positivo,4,no_mencionado,negativo,positivo,positivo
"En el Restaurante Fogón Criollo, el aseo general fue impecable. En cuanto al resto, la comida estuvo exquisita. También, los precios son no vale lo que cuesta. Además, el servicio fue rápido y amable.",restaurante,positivo,4,positivo,positivo,positivo,negativo
"En el Restaurante La Paceña, la atención del staff fue profesional. Por otro lado, todo se veía aceptable. En cuanto al resto, la comida es deliciosa.",restaurante,positivo,4,positivo,positivo,neutral,no_mencionado
"En el Restaurante Los Yungas, la relación precio-calidad es promedio. Además, todo se veía adecuada.",restaurante,neutral,3,no_mencionado,no_mencionado,neutral,neutral
"En el Restaurante La Paceña, la comida es aceptable. Por otro lado, todo se veía sucia. Además, el costo nos pareció razonable dentro del mercado.",restaurante,negativo,2,neutral,no_mencionado,negativo,neutral
"En el Hotel Andino, todo se veía impecable. Además, las tarifas resultaron no vale lo que cuesta. En cuanto al resto, la comida estuvo de mala calidad. En cuanto al resto, el servicio fue deficiente.",hotel,negativo,2,negativo,negativo,positivo,negativo
"En el Restaurante La Paceña, el aseo general fue impoluto. Por otro lado, el desayuno fue correcta.",restaurante,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Hotel Andino, la limpieza del lugar es aceptable. Asimismo, la comida es decepcionante. En cuanto al resto, el costo nos pareció una excelente relación precio-calidad. También, el personal fue rápido y amable.",hotel,neutral,4,negativo,positivo,neutral,positivo
"En el Restaurante Rincón Cochabambino, todo se veía sucia. Por otro lado, la comida es exquisita. También, las tarifas resultaron económico para lo que ofrece. También, el personal fue estándar.",restaurante,neutral,4,positivo,neutral,negativo,positivo
"En el Hotel Los Pinos, la comida estuvo sin nada especial. También, la relación precio-calidad es una excelente relación precio-calidad.",hotel,positivo,4,neutral,no_mencionado,no_mencionado,positivo
"En el Restaurante Sabor Andino, nos atendieron de forma atento en todo momento. En cuanto al resto, la comida estuvo exquisita. En cuanto al resto, la relación precio-calidad es no vale lo que cuesta.",restaurante,positivo,4,positivo,positivo,no_mencionado,negativo
"En el Hotel Andino, la comida es increíble. Además, nos atendieron de forma rápido y amable.",hotel,positivo,5,positivo,positivo,no_mencionado,no_mencionado
"En el Hostal Kantuta, el servicio fue atento en todo momento. También, la relación precio-calidad es no vale lo que cuesta. También, la limpieza del lugar es por debajo de lo esperado.",hotel,negativo,2,no_mencionado,positivo,negativo,negativo
"En la Cantina Altiplano, el personal fue descortés. Además, las tarifas resultaron razonable. Por otro lado, la comida es poco fresca.",restaurante,negativo,2,negativo,negativo,no_mencionado,positivo
"En el Restaurante Rincón Cochabambino, la comida estuvo correcta. Por otro lado, la atención del staff fue estándar. Además, la limpieza del lugar es adecuada. También, la relación precio-calidad es justo.",restaurante,neutral,4,neutral,neutral,neutral,positivo
"En el Hotel Andino, la comida es normal. Asimismo, la limpieza del lugar es deficiente. Por otro lado, el costo nos pareció económico para lo que ofrece. Asimismo, la atención del staff fue indiferente.",hotel,neutral,2,neutral,negativo,negativo,positivo
"En el Hotel Plaza Mayor, la limpieza del lugar es por debajo de lo esperado. En cuanto al resto, el servicio fue lento.",hotel,negativo,1,no_mencionado,negativo,negativo,no_mencionado
"En la Parrilla del Valle, los platillos fueron poco fresca. En cuanto al resto, el personal fue muy demorado. También, todo se veía adecuada. Asimismo, las tarifas resultaron similar al de la competencia.",restaurante,negativo,2,negativo,negativo,neutral,neutral
"En el Hotel Plaza Mayor, los precios son promedio. En cuanto al resto, los platillos fueron exquisita. Por otro lado, la atención del staff fue aceptable.",hotel,positivo,4,positivo,neutral,no_mencionado,neutral
"En el Hotel Andino, el desayuno fue decepcionante. También, el servicio fue lento. En cuanto al resto, todo se veía cuidada hasta el último detalle.",hotel,negativo,2,negativo,negativo,positivo,no_mencionado
"En el Hotel Mirador del Valle, el personal fue estándar. También, los precios son similar al de la competencia. También, el desayuno fue deliciosa.",hotel,positivo,4,positivo,neutral,no_mencionado,neutral
"En la Cantina Altiplano, todo se veía muy limpio. Por otro lado, el personal fue atento en todo momento. Asimismo, el desayuno fue exquisita.",restaurante,positivo,5,positivo,positivo,positivo,no_mencionado
"En el Hostal Kantuta, las tarifas resultaron no vale lo que cuesta. En cuanto al resto, nos atendieron de forma aceptable.",hotel,negativo,2,no_mencionado,neutral,no_mencionado,negativo
"En el Restaurante La Paceña, la limpieza del lugar es impecable. Además, nos atendieron de forma profesional. Por otro lado, las tarifas resultaron razonable dentro del mercado.",restaurante,positivo,4,no_mencionado,positivo,positivo,neutral
"En el Restaurante Fogón Criollo, la comida estuvo estándar. También, las habitaciones estaban aceptable. En cuanto al resto, el costo nos pareció justo.",restaurante,positivo,4,neutral,no_mencionado,neutral,positivo
"En el Hostal Kantuta, el personal fue aceptable. También, el costo nos pareció razonable dentro del mercado. En cuanto al resto, la limpieza del lugar es deficiente. También, la comida estuvo normal.",hotel,neutral,2,neutral,neutral,negativo,neutral
"En el Restaurante La Paceña, nos atendieron de forma estándar. Por otro lado, las habitaciones estaban aceptable.",restaurante,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Hostal Sol Naciente, la comida estuvo excelente. Además, el personal fue muy demorado. Además, las habitaciones estaban muy limpio.",hotel,positivo,4,positivo,negativo,positivo,no_mencionado
"En el Hotel Andino, la relación precio-calidad es una excelente relación precio-calidad. Por otro lado, todo se veía sucia.",hotel,neutral,3,no_mencionado,no_mencionado,negativo,positivo
"En el Hotel Mirador del Valle, el costo nos pareció excesivo. En cuanto al resto, los platillos fueron increíble.",hotel,neutral,3,positivo,no_mencionado,no_mencionado,negativo
"En el Restaurante Rincón Cochabambino, el aseo general fue sucia. Además, el personal fue lento. Por otro lado, los platillos fueron recién preparada y sabrosa. También, la relación precio-calidad es más alto de lo que justifica la experiencia.",restaurante,negativo,2,positivo,negativo,negativo,negativo
"En el Hotel Real Audiencia, las habitaciones estaban reluciente. También, el servicio fue pésimo. Además, el desayuno fue excelente.",hotel,positivo,4,positivo,negativo,positivo,no_mencionado
"En el Café Illimani, los platillos fueron estándar. Asimismo, el servicio fue muy cordial.",restaurante,positivo,4,neutral,positivo,no_mencionado,no_mencionado
"En el Restaurante Fogón Criollo, nos atendieron de forma aceptable. Por otro lado, los precios son justo.",restaurante,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En el Hotel Los Pinos, el servicio fue muy demorado. Por otro lado, el aseo general fue descuidada. Además, las tarifas resultaron razonable. En cuanto al resto, el desayuno fue estándar.",hotel,neutral,2,neutral,negativo,negativo,positivo
"En el Hostal Kantuta, los platillos fueron estándar. Asimismo, las habitaciones estaban con mal olor. Además, los precios son muy accesible. Asimismo, la atención del staff fue estándar.",hotel,neutral,3,neutral,neutral,negativo,positivo
"En el Hostal Kantuta, la atención del staff fue pésimo. También, los precios son similar al de la competencia. En cuanto al resto, los platillos fueron decepcionante.",hotel,negativo,2,negativo,negativo,no_mencionado,neutral
"En el Restaurante Rincón Cochabambino, la relación precio-calidad es similar al de la competencia. Por otro lado, la limpieza del lugar es reluciente. En cuanto al resto, el servicio fue normal.",restaurante,positivo,4,no_mencionado,neutral,positivo,neutral
"En el Hotel Illimani, la comida estuvo exquisita. En cuanto al resto, las habitaciones estaban aceptable. Por otro lado, la atención del staff fue correcto.",hotel,positivo,4,positivo,neutral,neutral,no_mencionado
"En el Hotel Mirador del Valle, los platillos fueron normal. En cuanto al resto, la atención del staff fue atento en todo momento. También, los precios son más alto de lo que justifica la experiencia. También, todo se veía impoluto.",hotel,neutral,4,neutral,positivo,positivo,negativo
"En el Restaurante Los Yungas, la comida estuvo muy sabrosa. Por otro lado, la limpieza del lugar es deficiente. Por otro lado, la atención del staff fue correcto.",restaurante,neutral,3,positivo,neutral,negativo,no_mencionado
"En el Restaurante Fogón Criollo, el costo nos pareció razonable. Asimismo, el aseo general fue descuidada. Por otro lado, el desayuno fue aceptable. Asimismo, el personal fue lento.",restaurante,neutral,2,neutral,negativo,negativo,positivo
"En el Restaurante Los Yungas, la atención del staff fue muy atento. También, el desayuno fue estándar. En cuanto al resto, el aseo general fue cuidada hasta el último detalle. En cuanto al resto, los precios son más alto de lo que justifica la experiencia.",restaurante,neutral,4,neutral,positivo,positivo,negativo
"En la Cantina Altiplano, la limpieza del lugar es aceptable. En cuanto al resto, los platillos fueron muy sabrosa. En cuanto al resto, el costo nos pareció razonable. También, el servicio fue lento.",restaurante,neutral,4,positivo,negativo,neutral,positivo
"En el Hotel Andino, todo se veía deficiente. También, la atención del staff fue lento. Por otro lado, los platillos fueron increíble. Además, la relación precio-calidad es razonable dentro del mercado.",hotel,neutral,2,positivo,negativo,negativo,neutral
"En el Hotel Real Audiencia, los precios son más alto de lo que justifica la experiencia. También, el aseo general fue adecuada. Además, la comida es excelente.",hotel,neutral,3,positivo,no_mencionado,neutral,negativo
"En el Hotel Mirador del Valle, las tarifas resultaron muy accesible. Además, el servicio fue profesional. Por otro lado, el aseo general fue por debajo de lo esperado.",hotel,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Hotel Real Audiencia, las tarifas resultaron muy accesible. Por otro lado, la comida es exquisita. Además, la limpieza del lugar es adecuada.",hotel,positivo,4,positivo,no_mencionado,neutral,positivo
"En la Parrilla del Valle, los precios son razonable. Por otro lado, el servicio fue profesional.",restaurante,positivo,5,no_mencionado,positivo,no_mencionado,positivo
"En el Restaurante Sabor Andino, el aseo general fue con mal olor. Por otro lado, los precios son razonable dentro del mercado.",restaurante,negativo,2,no_mencionado,no_mencionado,negativo,neutral
"En el Hotel Andino, todo se veía adecuada. Asimismo, la comida estuvo insípida. Asimismo, la relación precio-calidad es económico para lo que ofrece. Asimismo, nos atendieron de forma atento en todo momento.",hotel,neutral,4,negativo,positivo,neutral,positivo
"En el Café Illimani, el costo nos pareció sobrevalorado. Asimismo, todo se veía aceptable.",restaurante,negativo,2,no_mencionado,no_mencionado,neutral,negativo
"En el Hostal Sol Naciente, la atención del staff fue muy cordial. Por otro lado, los precios son razonable dentro del mercado.",hotel,positivo,4,no_mencionado,positivo,no_mencionado,neutral
"En el Hotel Illimani, el aseo general fue cuidada hasta el último detalle. También, la comida es recién preparada y sabrosa.",hotel,positivo,5,positivo,no_mencionado,positivo,no_mencionado
"En la Cantina Altiplano, los platillos fueron estándar. Además, nos atendieron de forma muy cordial.",restaurante,positivo,4,neutral,positivo,no_mencionado,no_mencionado
"En la Cantina Altiplano, la atención del staff fue profesional. En cuanto al resto, la limpieza del lugar es deficiente. Asimismo, el costo nos pareció una excelente relación precio-calidad.",restaurante,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Hotel Andino, el desayuno fue poco fresca. Además, nos atendieron de forma estándar.",hotel,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hotel Andino, todo se veía impecable. En cuanto al resto, las tarifas resultaron una excelente relación precio-calidad. También, los platillos fueron deliciosa. Por otro lado, la atención del staff fue rápido y amable.",hotel,positivo,5,positivo,positivo,positivo,positivo
"En el Café Illimani, el costo nos pareció razonable dentro del mercado. Asimismo, el personal fue atento en todo momento. Asimismo, el aseo general fue sucia.",restaurante,neutral,3,no_mencionado,positivo,negativo,neutral
"En la Parrilla del Valle, la limpieza del lugar es cuidada hasta el último detalle. También, la comida estuvo muy sabrosa. Además, las tarifas resultaron razonable dentro del mercado.",restaurante,positivo,4,positivo,no_mencionado,positivo,neutral
"En el Hotel Real Audiencia, nos atendieron de forma descortés. Por otro lado, el aseo general fue adecuada.",hotel,negativo,2,no_mencionado,negativo,neutral,no_mencionado
"En el Hotel Los Pinos, la atención del staff fue lento. También, el costo nos pareció económico para lo que ofrece.",hotel,neutral,3,no_mencionado,negativo,no_mencionado,positivo
"En el Hotel Andino, la comida es insípida. Además, el aseo general fue reluciente. En cuanto al resto, la relación precio-calidad es similar al de la competencia. En cuanto al resto, el servicio fue pésimo.",hotel,neutral,2,negativo,negativo,positivo,neutral
"En el Hotel Plaza Mayor, los precios son promedio. También, el aseo general fue aceptable. Por otro lado, el servicio fue muy cordial. Por otro lado, los platillos fueron muy grasosa.",hotel,neutral,3,negativo,positivo,neutral,neutral
"En el Restaurante Los Yungas, la limpieza del lugar es deficiente. Asimismo, la atención del staff fue correcto. Además, la comida estuvo estándar.",restaurante,negativo,2,neutral,neutral,negativo,no_mencionado
"En el Café Illimani, las habitaciones estaban reluciente. En cuanto al resto, nos atendieron de forma correcto. Asimismo, el desayuno fue fría cuando debía estar caliente. Por otro lado, los precios son similar al de la competencia.",restaurante,neutral,3,negativo,neutral,positivo,neutral
"En el Restaurante Fogón Criollo, el costo nos pareció razonable dentro del mercado. También, el aseo general fue sucia.",restaurante,negativo,2,no_mencionado,no_mencionado,negativo,neutral
"En el Café Illimani, la comida es increíble. Por otro lado, la atención del staff fue muy atento.",restaurante,positivo,5,positivo,positivo,no_mencionado,no_mencionado
"En el Restaurante La Paceña, las habitaciones estaban aceptable. Por otro lado, la relación precio-calidad es una excelente relación precio-calidad. Por otro lado, la comida es correcta.",restaurante,positivo,4,neutral,no_mencionado,neutral,positivo
"En la Cantina Altiplano, la relación precio-calidad es muy caro. En cuanto al resto, la atención del staff fue estándar. También, todo se veía muy limpio.",restaurante,neutral,3,no_mencionado,neutral,positivo,negativo
"En el Restaurante La Paceña, todo se veía descuidada. En cuanto al resto, la comida estuvo muy grasosa. También, la atención del staff fue aceptable. En cuanto al resto, las tarifas resultaron razonable dentro del mercado.",restaurante,negativo,2,negativo,neutral,negativo,neutral
"En el Hotel Mirador del Valle, el personal fue descortés. Asimismo, los platillos fueron fría cuando debía estar caliente. También, todo se veía reluciente. Además, las tarifas resultaron una excelente relación precio-calidad.",hotel,neutral,3,negativo,negativo,positivo,positivo
"En el Hotel Mirador del Valle, los precios son una excelente relación precio-calidad. Por otro lado, el desayuno fue decepcionante. Además, el servicio fue indiferente.",hotel,negativo,2,negativo,negativo,no_mencionado,positivo
"En el Restaurante Sabor Andino, la limpieza del lugar es deficiente. También, las tarifas resultaron promedio. En cuanto al resto, el desayuno fue poco fresca.",restaurante,negativo,2,negativo,no_mencionado,negativo,neutral
"En el Café Illimani, el aseo general fue adecuada. También, los platillos fueron muy grasosa. Por otro lado, nos atendieron de forma correcto.",restaurante,negativo,2,negativo,neutral,neutral,no_mencionado
"En el Hostal Kantuta, las tarifas resultaron razonable. Asimismo, la limpieza del lugar es reluciente. Asimismo, el desayuno fue sin nada especial. Además, el personal fue indiferente.",hotel,neutral,4,neutral,negativo,positivo,positivo
"En el Hotel Illimani, el aseo general fue aceptable. También, la comida estuvo sin nada especial. Por otro lado, el servicio fue normal.",hotel,neutral,3,neutral,neutral,neutral,no_mencionado
"En el Hotel Plaza Mayor, todo se veía muy limpio. También, la comida es correcta.",hotel,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Hotel Andino, las tarifas resultaron razonable dentro del mercado. También, el aseo general fue con mal olor. En cuanto al resto, nos atendieron de forma normal. Asimismo, el desayuno fue estándar.",hotel,neutral,2,neutral,neutral,negativo,neutral
"En el Hostal Kantuta, nos atendieron de forma estándar. Asimismo, los precios son promedio. Además, el desayuno fue normal.",hotel,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Restaurante Rincón Cochabambino, el aseo general fue deficiente. Por otro lado, la comida es normal. Además, la atención del staff fue pésimo.",restaurante,negativo,2,neutral,negativo,negativo,no_mencionado
"En el Hotel Andino, la atención del staff fue normal. También, los platillos fueron estándar.",hotel,neutral,3,neutral,neutral,no_mencionado,no_mencionado
"En el Hostal Kantuta, los platillos fueron de primera calidad. También, el aseo general fue aceptable.",hotel,positivo,4,positivo,no_mencionado,neutral,no_mencionado
"En la Parrilla del Valle, los precios son económico para lo que ofrece. Asimismo, la comida estuvo fría cuando debía estar caliente. También, el personal fue correcto.",restaurante,neutral,3,negativo,neutral,no_mencionado,positivo
"En el Restaurante La Paceña, la limpieza del lugar es adecuada. Además, nos atendieron de forma profesional. En cuanto al resto, las tarifas resultaron muy caro. Además, el desayuno fue insípida.",restaurante,neutral,2,negativo,positivo,neutral,negativo
"En el Restaurante Los Yungas, la comida es de mala calidad. En cuanto al resto, la relación precio-calidad es excesivo. También, el aseo general fue impecable. Asimismo, el personal fue atento en todo momento.",restaurante,neutral,3,negativo,positivo,positivo,negativo
"En el Restaurante Rincón Cochabambino, la relación precio-calidad es similar al de la competencia. También, el personal fue profesional. En cuanto al resto, las habitaciones estaban adecuada.",restaurante,positivo,4,no_mencionado,positivo,neutral,neutral
"En el Hostal Kantuta, la comida estuvo sin nada especial. En cuanto al resto, la relación precio-calidad es económico para lo que ofrece. Por otro lado, nos atendieron de forma indiferente. También, la limpieza del lugar es con mal olor.",hotel,neutral,2,neutral,negativo,negativo,positivo
"En el Restaurante La Paceña, nos atendieron de forma pésimo. Por otro lado, las tarifas resultaron razonable dentro del mercado. En cuanto al resto, la comida es aceptable. Asimismo, el aseo general fue adecuada.",restaurante,neutral,2,neutral,negativo,neutral,neutral
"En el Restaurante Sabor Andino, las habitaciones estaban por debajo de lo esperado. En cuanto al resto, el personal fue rápido y amable. Asimismo, el desayuno fue recién preparada y sabrosa. También, el costo nos pareció razonable.",restaurante,positivo,4,positivo,positivo,negativo,positivo
"En la Parrilla del Valle, nos atendieron de forma pésimo. En cuanto al resto, la relación precio-calidad es promedio. Asimismo, el aseo general fue muy limpio.",restaurante,neutral,3,no_mencionado,negativo,positivo,neutral
"En el Hotel Mirador del Valle, las habitaciones estaban muy limpio. Asimismo, la atención del staff fue lento. En cuanto al resto, la comida es estándar.",hotel,neutral,3,neutral,negativo,positivo,no_mencionado
"En el Hotel Real Audiencia, nos atendieron de forma indiferente. Por otro lado, el costo nos pareció una excelente relación precio-calidad.",hotel,neutral,3,no_mencionado,negativo,no_mencionado,positivo
"En el Restaurante Rincón Cochabambino, el costo nos pareció muy accesible. Por otro lado, todo se veía adecuada. Además, nos atendieron de forma muy demorado. Además, la comida es muy grasosa.",restaurante,neutral,2,negativo,negativo,neutral,positivo
"En la Parrilla del Valle, nos atendieron de forma correcto. En cuanto al resto, el desayuno fue poco fresca. En cuanto al resto, el costo nos pareció promedio. También, todo se veía descuidada.",restaurante,negativo,2,negativo,neutral,negativo,neutral
"En el Restaurante Sabor Andino, el desayuno fue insípida. En cuanto al resto, las habitaciones estaban normal. En cuanto al resto, el personal fue excelente.",restaurante,neutral,3,negativo,positivo,neutral,no_mencionado
"En el Restaurante La Paceña, el costo nos pareció justo. Además, todo se veía aceptable. Por otro lado, la comida es poco fresca.",restaurante,neutral,3,negativo,no_mencionado,neutral,positivo
"En el Hotel Andino, los platillos fueron muy sabrosa. En cuanto al resto, el servicio fue normal. Por otro lado, los precios son excesivo.",hotel,neutral,3,positivo,neutral,no_mencionado,negativo
"En la Cantina Altiplano, la comida estuvo increíble. También, la relación precio-calidad es promedio. También, el servicio fue profesional. Además, todo se veía impecable.",restaurante,positivo,4,positivo,positivo,positivo,neutral
"En el Restaurante La Paceña, el desayuno fue sin nada especial. Asimismo, el costo nos pareció una excelente relación precio-calidad. También, la atención del staff fue aceptable.",restaurante,positivo,4,neutral,neutral,no_mencionado,positivo
"En el Hostal Kantuta, el personal fue rápido y amable. Asimismo, las tarifas resultaron más alto de lo que justifica la experiencia.",hotel,neutral,3,no_mencionado,positivo,no_mencionado,negativo
"En el Hotel Illimani, las tarifas resultaron razonable. Además, el desayuno fue de mala calidad. En cuanto al resto, la atención del staff fue pésimo. Además, todo se veía sucia.",hotel,negativo,2,negativo,negativo,negativo,positivo
"En la Parrilla del Valle, los precios son razonable dentro del mercado. También, el servicio fue estándar. Además, la comida estuvo exquisita.",restaurante,positivo,4,positivo,neutral,no_mencionado,neutral
"En el Restaurante Los Yungas, nos atendieron de forma correcto. También, la comida estuvo correcta.",restaurante,neutral,3,neutral,neutral,no_mencionado,no_mencionado
"En el Hostal Kantuta, el costo nos pareció económico para lo que ofrece. También, todo se veía normal. Por otro lado, el personal fue estándar. Por otro lado, la comida es muy sabrosa.",hotel,positivo,4,positivo,neutral,neutral,positivo
"En el Hotel Real Audiencia, los platillos fueron fría cuando debía estar caliente. Por otro lado, el personal fue pésimo. También, todo se veía aceptable.",hotel,negativo,2,negativo,negativo,neutral,no_mencionado
"En la Cantina Altiplano, nos atendieron de forma profesional. En cuanto al resto, la limpieza del lugar es muy limpio. En cuanto al resto, los precios son más alto de lo que justifica la experiencia. Además, la comida es muy grasosa.",restaurante,neutral,3,negativo,positivo,positivo,negativo
"En la Cantina Altiplano, la atención del staff fue muy demorado. En cuanto al resto, los precios son más alto de lo que justifica la experiencia. También, la comida estuvo de mala calidad.",restaurante,negativo,1,negativo,negativo,no_mencionado,negativo
"En el Hotel Real Audiencia, la comida estuvo muy grasosa. Asimismo, nos atendieron de forma estándar. Asimismo, las habitaciones estaban aceptable.",hotel,negativo,2,negativo,neutral,neutral,no_mencionado
"En el Restaurante La Paceña, todo se veía con mal olor. También, el servicio fue estándar.",restaurante,negativo,2,no_mencionado,neutral,negativo,no_mencionado
